Hiders,Seekers,Cells,Obstacles,Lying Probability,Max Rounds,Rounds Played,Agents Lied
2,2,25,0,0.7391475136802919,23,10,false
6,2,160,66,0.48133279151593156,32,20,false
2,2,49,8,0.08691298882009657,17,10,false
1,2,49,9,0.5856127514787913,22,22,true
6,2,160,66,0.4479424077795887,50,37,false
2,2,25,0,0.42560642569319407,49,21,false
4,2,160,79,0.766403134452111,14,10,false
2,2,49,8,0.025416229558238523,33,17,false
2,2,25,0,0.31321489503458655,40,18,false
2,2,25,0,0.6555536119814055,26,11,false
2,2,25,0,0.8877938102892962,22,10,false
6,2,160,66,0.34894143807477596,31,27,true
6,2,160,66,0.9873299005319136,23,15,false
2,2,49,8,0.31627487503566454,43,21,false
4,2,160,79,0.06743593172157492,44,31,false
2,2,25,0,0.41927232012379356,24,11,false
6,2,160,66,0.508958044227898,22,13,true
6,2,160,66,0.04989350505242374,48,48,false
2,2,25,0,0.9646489214082644,33,15,false
6,2,160,66,0.5976273496117729,50,32,true
1,2,49,9,0.2598740447799003,48,48,false
1,1,49,0,0.6588248996383139,18,11,false
6,2,160,66,0.21571747440794442,28,20,false
2,2,25,0,0.26234872057196124,16,8,false
4,2,160,79,0.5357307640492536,12,12,false
2,2,49,8,0.9902777379922107,24,14,false
4,2,160,79,0.23484210017924756,11,5,false
1,2,49,9,0.8189359048406288,49,49,true
2,2,25,0,0.7917042042584888,33,15,false
2,2,25,0,0.7061842268744397,28,14,false
2,2,49,8,0.23526307098209664,11,7,false
4,2,160,79,0.8753655962515647,45,33,true
6,2,160,66,0.6096925413375842,29,29,true
2,2,25,0,0.23126059739125882,13,7,false
2,2,25,0,0.9631440136607403,33,14,true
6,2,160,66,0.28684699080718756,24,17,true
6,2,160,66,0.9856566038023642,13,11,false
6,2,160,66,0.3744034364641414,27,22,false
1,2,49,9,0.2529465667133054,12,12,false
1,1,49,0,0.27954131299466245,11,11,false
1,2,49,9,0.22089949046890878,39,39,false
1,2,49,9,0.4019435042161733,11,11,false
2,2,25,0,0.38021634854120445,29,13,false
4,2,160,79,0.3855697376157763,43,43,true
1,2,49,9,0.4949306830307292,33,33,true
1,2,49,9,0.2671971669382659,32,32,false
4,2,160,79,0.5498336577821105,38,38,true
1,1,49,0,0.9986303727175501,14,8,false
4,2,160,79,0.9843700602580012,34,30,true
1,1,49,0,0.2271712597051474,13,8,false
6,2,160,66,0.26754645134857313,21,18,false
4,2,160,79,0.2877223464572749,31,27,false
4,2,160,79,0.08573009444861923,15,15,false
6,2,160,66,0.3382535239543504,46,45,false
4,2,160,79,0.7995442223465515,39,29,true
1,1,49,0,0.4348839524874649,41,18,false
2,2,25,0,0.9599903955333478,47,19,true
1,2,49,9,0.9463844335142598,48,48,false
2,2,49,8,0.41028637051522643,22,12,false
4,2,160,79,0.7890610520291457,24,19,true
6,2,160,66,0.1728211229124058,18,17,true
6,2,160,66,0.13200410118748085,28,26,false
2,2,25,0,0.02804451780398809,39,17,false
2,2,25,0,0.514702001409699,19,9,true
1,2,49,9,0.8595327661624531,27,27,false
4,2,160,79,0.29495689862525054,27,17,false
2,2,49,8,0.8846321622523325,42,20,false
6,2,160,66,0.3854424107401785,50,41,true
6,2,160,66,0.07134770559801829,33,28,false
1,1,49,0,0.05071700100128551,33,15,false
2,2,25,0,0.2674066833008336,33,15,false
6,2,160,66,0.2900027275079432,46,41,false
1,1,49,0,0.23598730330980633,20,12,false
2,2,25,0,0.7586098799384389,49,20,false
1,2,49,9,0.7883908375147283,18,18,false
6,2,160,66,0.8642313081613683,31,31,true
1,2,49,9,0.2955806133715858,41,41,false
2,2,25,0,0.29670016306753255,21,12,false
2,2,25,0,0.11593348450043739,12,5,false
1,2,49,9,0.11150340415269389,22,22,true
2,2,49,8,0.7009930734888853,41,20,false
1,2,49,9,0.36583941330274805,16,16,false
1,2,49,9,0.3107049836633502,16,16,false
2,2,25,0,0.25943359881126593,15,10,false
2,2,25,0,0.7808380314657946,38,17,false
2,2,25,0,0.11306084769799285,37,15,false
4,2,160,79,0.792867541267756,12,5,false
2,2,49,8,0.9232337687087732,50,24,false
2,2,25,0,0.9905992602142765,42,17,true
6,2,160,66,0.11507122341108744,11,6,false
4,2,160,79,0.31749623208619315,36,36,true
4,2,160,79,0.10639751431797939,11,11,false
4,2,160,79,0.2539784565076003,16,15,false
4,2,160,79,0.023574540032172964,37,25,false
6,2,160,66,0.09457736278334217,49,37,false
1,2,49,9,0.8177460533544982,31,31,false
2,2,49,8,0.10299292083020173,26,16,true
2,2,25,0,0.9614802259191564,33,16,false
2,2,49,8,0.853988359589733,43,23,false
1,2,49,9,0.6779697844533841,19,19,true
1,2,49,9,0.8350566940241096,43,43,false
6,2,160,66,0.10144881997405086,18,13,false
1,1,49,0,0.987188427426264,46,21,false
2,2,49,8,0.9033553462654271,46,23,false
4,2,160,79,0.7920520668646323,12,5,false
2,2,25,0,0.15749978842216028,26,11,false
2,2,49,8,0.6725894861690142,50,31,true
1,2,49,9,0.09392678128039611,39,39,false
2,2,49,8,0.8885488600315081,18,12,false
4,2,160,79,0.17932623721495233,29,20,false
6,2,160,66,0.09105137466558211,41,28,false
2,2,25,0,0.5776528623983026,41,18,false
2,2,49,8,0.26953137697163954,49,26,false
1,2,49,9,0.21562576458200144,45,45,false
2,2,25,0,0.5463540482850043,15,10,false
2,2,25,0,0.038821728461640226,13,9,false
2,2,49,8,0.8582767473380314,27,15,false
4,2,160,79,0.46712288655256307,17,17,false
4,2,160,79,0.9938503981309671,18,13,false
1,2,49,9,0.6580829576648523,15,15,false
4,2,160,79,0.9971352027885433,18,13,true
2,2,25,0,0.23390881165369792,50,23,false
2,2,49,8,0.7885268320701704,19,11,false
6,2,160,66,0.01624027530182781,49,49,false
6,2,160,66,0.21769223025828288,39,33,false
2,2,49,8,0.14551359516973572,15,10,false
2,2,49,8,0.6060452589247567,32,17,true
2,2,49,8,0.7594774609598498,41,26,false
4,2,160,79,0.05701847062948895,24,20,false
4,2,160,79,0.6153790975395049,17,13,true
2,2,25,0,0.13562144586879077,42,18,false
6,2,160,66,0.12362529508795161,38,34,false
4,2,160,79,0.778965833788755,26,19,true
1,2,49,9,0.5683229364095888,39,39,false
1,2,49,9,0.7436047690418008,13,13,false
1,1,49,0,0.8547816077373643,49,21,false
6,2,160,66,0.36763429383423596,37,30,true
2,2,25,0,0.6187378745101773,11,8,false
6,2,160,66,0.31936557264534526,32,24,true
6,2,160,66,0.3190902933822195,50,30,true
2,2,49,8,0.07747481325870398,14,9,false
4,2,160,79,0.5862204522385069,15,15,false
2,2,49,8,0.7532808537603823,24,13,false
6,2,160,66,0.14780660582099103,36,24,false
4,2,160,79,0.5501455558162167,11,9,false
2,2,25,0,0.3086412032581942,10,7,false
6,2,160,66,0.7687636825329457,20,13,true
2,2,49,8,0.8081814181129018,46,22,false
2,2,49,8,0.8644981707880717,24,14,false
2,2,49,8,0.5588447901388726,40,21,false
1,2,49,9,0.2968580155440411,41,41,false
4,2,160,79,0.44930168668662607,31,31,true
2,2,49,8,0.13253723508813664,25,12,false
1,1,49,0,0.4058292229491637,30,14,false
2,2,25,0,0.8024653249964652,11,6,false
6,2,160,66,0.6589685593533959,19,14,false
6,2,160,66,0.08468057423113551,33,25,false
2,2,25,0,0.03784059655870087,43,18,false
1,1,49,0,0.2708440287650845,35,17,false
1,2,49,9,0.22301732275712427,37,37,false
2,2,49,8,0.6891063048426834,15,10,false
1,1,49,0,0.179809940600845,43,19,false
1,2,49,9,0.338464410317763,17,17,false
4,2,160,79,0.10931425031889896,33,33,false
4,2,160,79,0.4495822352644261,21,15,false
1,1,49,0,0.2739384763706485,32,14,false
4,2,160,79,0.8869046910740045,42,27,false
1,1,49,0,0.557871113998563,16,8,false
4,2,160,79,0.6607460211954068,38,29,false
4,2,160,79,0.5661613432708932,15,12,false
1,2,49,9,0.9918234617668454,39,39,true
1,1,49,0,0.24856391320293536,16,8,false
1,2,49,9,0.5764581496185773,10,10,false
1,1,49,0,0.9988558899969743,40,20,false
1,2,49,9,0.872377008507334,22,22,false
1,2,49,9,0.1726295988642088,38,38,true
6,2,160,66,0.678438366041193,41,17,true
1,1,49,0,0.4598550713883016,18,11,false
1,1,49,0,0.4778103954834768,19,10,false
2,2,49,8,0.44395051252026607,16,10,false
6,2,160,66,0.8725518197530971,40,40,true
2,2,25,0,0.9834482941090258,21,11,false
2,2,49,8,0.17891600338548153,28,15,false
1,2,49,9,0.14722596111975672,49,49,false
1,2,49,9,0.5096461915415936,22,22,false
1,1,49,0,0.41395793726025043,47,24,false
4,2,160,79,0.6719160559290521,24,24,true
2,2,49,8,0.9031346769385306,32,17,true
2,2,25,0,0.09133289276353018,36,18,false
6,2,160,66,0.687243217449073,47,47,true
4,2,160,79,0.7783060719373694,39,39,true
2,2,25,0,0.8882778789156491,28,12,false
6,2,160,66,0.621890638472401,39,31,false
1,2,49,9,0.5906598585028664,49,49,true
4,2,160,79,0.885636917690183,10,5,false
2,2,25,0,0.39036495833761087,17,7,false
6,2,160,66,0.1527790808519064,37,29,false
4,2,160,79,0.7107762809543324,50,29,true
1,2,49,9,0.31361069516095885,21,21,false
4,2,160,79,0.8318063406179147,26,22,false
2,2,49,8,0.5710513682631342,46,22,false
2,2,49,8,0.3599470498823346,22,12,false
4,2,160,79,0.0016164265239002606,26,15,false
2,2,49,8,0.8475142228573869,39,25,false
2,2,49,8,0.6972988376540609,39,19,true
1,1,49,0,0.8059709150522679,42,18,false
2,2,25,0,0.9596486449638446,16,10,false
6,2,160,66,0.6511512940184571,20,15,true
4,2,160,79,0.23214573968566665,47,31,false
6,2,160,66,0.40186554597721147,43,41,true
2,2,25,0,0.0785463469920965,14,7,false
1,2,49,9,0.8206162985000329,16,16,false
1,2,49,9,0.6636274029518703,19,19,false
1,2,49,9,0.5721078945749322,47,47,true
2,2,25,0,0.9270343170355272,46,19,true
6,2,160,66,0.005363061189045504,13,7,false
2,2,25,0,0.102642715310167,24,11,false
1,2,49,9,0.3455090526795074,23,23,false
1,2,49,9,0.5244677985810376,26,26,false
4,2,160,79,0.2111381541202959,39,30,false
1,1,49,0,0.19457186643492552,34,16,false
2,2,25,0,0.37075707148186765,50,24,false
2,2,25,0,0.5993226980277955,38,18,false
2,2,25,0,0.3293281387437691,43,20,false
1,2,49,9,0.01756344578978075,43,43,false
2,2,49,8,0.6878168240190052,19,12,true
6,2,160,66,0.13172630562680143,20,16,false
1,1,49,0,0.15429470458695171,21,19,false
1,2,49,9,0.7725888974847517,37,37,false
1,2,49,9,0.3518610219084245,25,25,false
1,1,49,0,0.9418209810588611,34,19,false
2,2,25,0,0.9511189122068414,24,11,true
4,2,160,79,0.8669768070690217,45,40,false
1,1,49,0,0.8102230820824704,23,12,false
4,2,160,79,0.6434844067506729,18,18,true
6,2,160,66,0.7873901606259548,41,26,true
2,2,49,8,0.45745471577577834,34,18,false
2,2,49,8,0.40316241069706904,35,18,false
6,2,160,66,0.47421466602144724,45,25,false
2,2,49,8,0.0010056326724084963,17,10,false
2,2,49,8,0.5438074576689951,27,14,true
6,2,160,66,0.7785865815744282,35,28,true
6,2,160,66,0.629459624182926,20,20,true
2,2,25,0,0.9805753963250702,19,9,false
2,2,49,8,0.8117160144862113,20,13,false
1,1,49,0,0.5640070084866698,49,22,false
2,2,49,8,0.4768901647214795,50,24,false
1,1,49,0,0.5855185162883425,21,10,false
6,2,160,66,0.5648181245783847,23,23,true
1,2,49,9,0.9808786135055836,17,17,false
2,2,25,0,0.8900137992778554,22,11,false
1,1,49,0,0.4769025773792821,34,16,false
4,2,160,79,0.47030526186209254,23,22,true
6,2,160,66,0.6562403029313636,32,25,true
1,1,49,0,0.767289242074106,46,22,false
1,1,49,0,0.37416190081554157,12,8,false
4,2,160,79,0.19366431853306176,37,37,true
1,2,49,9,0.9184734300906343,43,43,false
1,2,49,9,0.11944033609037907,22,22,false
6,2,160,66,0.6040815640359872,13,11,false
6,2,160,66,0.5254333792790319,36,27,true
2,2,25,0,0.14920237132088165,15,7,false
4,2,160,79,0.8286920590041281,26,19,false
1,1,49,0,0.6621797151213038,37,17,false
2,2,25,0,0.28627691934518706,44,21,false
1,1,49,0,0.8591659108701525,35,17,false
6,2,160,66,0.7720456935079145,42,21,true
1,1,49,0,0.7684703035699543,46,21,false
2,2,49,8,0.5090783235257589,25,15,false
1,1,49,0,0.7715478616261785,34,16,false
2,2,25,0,0.7147039088641807,24,11,false
4,2,160,79,0.6555418394770262,48,30,true
1,1,49,0,0.03696545484565661,36,16,false
6,2,160,66,0.6123091900190307,11,5,false
1,2,49,9,0.7742857990939552,33,33,true
6,2,160,66,0.2711944945172978,20,14,false
6,2,160,66,0.8038071440550778,18,13,true
2,2,49,8,0.8628612288722107,16,11,false
1,2,49,9,0.11844348006645355,31,31,false
1,2,49,9,0.9587352518724523,32,32,true
6,2,160,66,0.6969348381272984,45,38,false
6,2,160,66,0.22447640654060463,30,22,false
2,2,49,8,0.7554699771228943,42,21,false
4,2,160,79,0.4800024769899939,26,21,false
6,2,160,66,0.012714285706369122,46,41,false
1,2,49,9,0.591886788816557,27,27,false
2,2,49,8,0.9391622930635637,13,11,false
2,2,25,0,0.8914741763198084,42,19,false
1,1,49,0,0.23103411012858666,39,18,false
4,2,160,79,0.16973338165132612,31,31,false
1,2,49,9,0.8308508646235226,11,11,false
1,2,49,9,0.9903435837145308,11,11,true
4,2,160,79,0.8829794188934932,32,23,true
1,2,49,9,0.8781322504736156,43,43,false
1,2,49,9,0.7327116813768452,38,38,true
1,2,49,9,0.11884499126657744,17,17,false
1,1,49,0,0.0018715168320384556,39,17,false
2,2,25,0,0.9768979697700864,38,16,true
2,2,49,8,0.6296657391903722,40,22,true
2,2,25,0,0.8299202666460784,45,20,false
4,2,160,79,0.2506088525929552,16,15,true
6,2,160,66,0.951827828195716,24,17,true
4,2,160,79,0.44656458854071635,48,41,true
2,2,49,8,0.8180847784312371,13,8,false
2,2,49,8,0.9531374954492116,35,18,false
2,2,25,0,0.9564192648298759,29,15,false
1,1,49,0,0.7912391117229115,30,15,false
4,2,160,79,0.8044602787052085,37,35,false
2,2,49,8,0.6504930039828214,25,17,false
2,2,25,0,0.036698369835119427,25,12,false
1,1,49,0,0.8740136579656448,11,11,false
2,2,49,8,0.7463832186293977,36,18,true
4,2,160,79,0.5330128016056298,40,25,true
6,2,160,66,0.5363089545957275,32,23,true
1,1,49,0,0.5754828842749282,33,15,false
6,2,160,66,0.16823552324863744,33,25,false
2,2,25,0,0.8120230013466985,40,20,false
2,2,49,8,0.14055918480190055,47,26,false
2,2,25,0,0.9901977339896212,43,21,false
4,2,160,79,0.4960120933146084,36,23,false
2,2,25,0,0.09572428323213655,11,7,false
4,2,160,79,0.8468408688000292,18,12,true
4,2,160,79,0.7507073277259412,35,28,true
1,1,49,0,0.7220835122924525,43,20,false
1,1,49,0,0.9102404731040422,18,9,false
6,2,160,66,0.5416491119372997,14,11,false
1,1,49,0,0.14574066387718987,11,7,false
2,2,49,8,0.4271177782615838,39,18,false
6,2,160,66,0.3943193024281826,23,15,false
2,2,49,8,0.4753566262151798,18,11,false
2,2,25,0,0.7817606050591648,38,18,false
4,2,160,79,0.6318592966578441,34,22,false
4,2,160,79,0.7874941829860785,18,18,true
1,1,49,0,0.8003140090080187,29,26,false
2,2,25,0,0.7327184472093268,45,20,false
1,1,49,0,0.5162646453594512,15,10,false
2,2,25,0,0.9686037167408811,23,11,false
2,2,49,8,0.9234078472979901,26,14,true
1,1,49,0,0.7218719646020133,35,17,false
1,1,49,0,0.7514062117711369,49,21,false
1,2,49,9,0.5237385632619685,33,33,false
2,2,25,0,0.6583975593962369,30,14,false
1,2,49,9,0.501632053903958,15,15,false
1,2,49,9,0.5043999306169014,40,40,false
1,1,49,0,0.9318562694102961,30,15,false
1,2,49,9,0.7967281065256954,46,46,false
1,2,49,9,0.7335083501155296,24,24,false
2,2,49,8,0.5116533603035407,27,14,false
2,2,49,8,0.3344376969436542,32,17,false
6,2,160,66,0.8063979838386913,16,16,true
6,2,160,66,0.7573643799884019,10,10,false
6,2,160,66,0.48493885065364684,17,12,true
2,2,49,8,0.3562079630230741,33,18,false
2,2,25,0,0.8673107771971797,29,14,false
4,2,160,79,0.7551596715782579,40,38,true
4,2,160,79,0.6411628332272542,32,22,true
1,1,49,0,0.12696484363957616,23,11,false
2,2,25,0,0.026619921010643477,12,7,false
2,2,49,8,0.8550142514232147,13,9,false
4,2,160,79,0.5610253725168862,19,14,false
2,2,49,8,0.7613750961289206,36,19,true
1,1,49,0,0.503691611355117,28,14,false
1,2,49,9,0.5330637374248305,49,49,false
6,2,160,66,0.45329980114766444,28,26,true
6,2,160,66,0.4376732767289023,47,31,true
1,1,49,0,0.9454581971872097,13,8,false
1,2,49,9,0.446001518871023,39,39,true
1,1,49,0,0.9851588730460951,35,16,false
2,2,25,0,0.02124842568976304,43,19,false
1,2,49,9,0.7777166248062023,12,12,false
6,2,160,66,0.45903866355671163,29,23,false
1,1,49,0,0.5872508709654213,50,39,false
2,2,25,0,0.5152179960320984,19,9,false
4,2,160,79,0.36016259711046406,33,28,true
4,2,160,79,0.8104298900408412,17,13,false
4,2,160,79,0.31323875507183196,21,21,false
2,2,49,8,0.994862217403375,39,20,true
1,2,49,9,0.7876076405061705,32,32,false
4,2,160,79,0.5884903345730632,45,40,false
6,2,160,66,0.2944111053133085,42,30,false
2,2,25,0,0.19526467797895342,45,19,false
1,2,49,9,0.8309366742721205,38,38,false
2,2,25,0,0.6380042727618562,26,12,false
2,2,25,0,0.2186842723905983,35,16,false
6,2,160,66,0.6705714603128967,40,40,true
1,1,49,0,0.8700649139384038,30,15,false
2,2,25,0,0.8346645966143365,24,11,false
6,2,160,66,0.8168813601257562,19,11,true
2,2,25,0,0.11630193554735502,26,12,false
2,2,49,8,0.5285195031724536,24,14,false
2,2,25,0,0.026537649486873205,31,14,false
4,2,160,79,0.014481132576441014,42,32,false
2,2,25,0,0.7387339139079369,42,18,true
1,1,49,0,0.06210381049854086,17,10,false
2,2,49,8,0.6022890298831549,10,7,false
6,2,160,66,0.5933110962416928,28,20,false
4,2,160,79,0.24193971287141391,32,27,false
4,2,160,79,0.7441646752994607,14,10,false
2,2,49,8,0.8582961668226229,16,9,false
6,2,160,66,0.4026833481996873,17,15,false
2,2,25,0,0.45493084633700775,47,22,false
2,2,49,8,0.7340706245402263,23,13,false
1,1,49,0,0.9440423927572515,49,22,false
2,2,49,8,0.8492698587994145,16,8,false
1,1,49,0,0.039472754744726,45,21,false
2,2,25,0,0.5497323328266772,39,17,false
1,2,49,9,0.4298711476829975,12,12,true
1,2,49,9,0.8316872972114493,41,41,true
2,2,25,0,0.09202861906174009,36,18,false
2,2,25,0,0.8312861512817179,42,18,true
2,2,49,8,0.892200609312214,50,24,false
6,2,160,66,0.03354033709889326,37,25,false
1,2,49,9,0.6683721465610221,39,39,false
6,2,160,66,0.7187959478783883,38,22,true
1,2,49,9,0.7498542128503366,20,20,false
2,2,25,0,0.9440627050264441,21,12,true
2,2,49,8,0.22819642293553666,24,13,false
4,2,160,79,0.07742632017430817,31,26,true
4,2,160,79,0.26886741829269245,18,18,false
1,1,49,0,0.022617166873028505,50,23,false
6,2,160,66,0.15624410215555218,34,21,true
1,1,49,0,0.15782741971181202,37,16,false
2,2,49,8,0.4899264137819802,34,16,false
4,2,160,79,0.4519578511363479,16,16,false
2,2,25,0,0.534573155863241,22,10,true
4,2,160,79,0.3242077996450998,26,26,true
1,2,49,9,0.8566613936898388,12,12,false
4,2,160,79,0.13273949767757065,50,45,false
1,2,49,9,0.1501697346734705,11,11,false
2,2,25,0,0.6740371967524066,32,15,true
1,2,49,9,0.7544230049904493,27,27,true
1,1,49,0,0.03675282975917915,47,22,false
4,2,160,79,0.6909852096528714,29,27,true
4,2,160,79,0.43833384965991606,43,43,false
2,2,25,0,0.537442935954111,27,11,true
2,2,25,0,0.22091878621023386,50,22,false
1,1,49,0,0.8966991203129846,27,13,false
1,2,49,9,0.21030431682661976,14,14,false
6,2,160,66,0.7056388255845868,10,6,false
6,2,160,66,0.965875810787565,14,7,false
2,2,49,8,0.8758977827970601,13,9,false
2,2,49,8,0.6867130277245073,15,10,true
4,2,160,79,0.23437972870067358,46,35,true
2,2,25,0,0.9557059323943917,33,15,false
1,2,49,9,0.4625602092415909,36,36,false
6,2,160,66,0.4670430164924675,21,14,false
4,2,160,79,0.8188167249009212,49,32,false
2,2,25,0,0.626036555893719,46,19,true
1,2,49,9,0.6404071546662923,12,12,false
6,2,160,66,0.6606324519166485,14,14,true
2,2,25,0,0.38874675630143485,44,20,false
1,1,49,0,0.4706579789743177,50,40,false
1,1,49,0,0.40584729235921513,48,22,false
6,2,160,66,0.8918148030244066,50,34,true
1,1,49,0,0.8429922413977323,49,21,false
2,2,49,8,0.8754411581540508,20,13,false
2,2,25,0,0.7409153160366705,45,19,true
1,1,49,0,0.7532094133144642,44,34,false
2,2,49,8,0.3480674154445603,14,10,true
6,2,160,66,0.30263908109583704,20,16,false
4,2,160,79,0.1939362954571826,35,32,false
2,2,49,8,0.009692880620350008,18,11,false
1,2,49,9,0.6010326919206669,46,46,true
1,1,49,0,0.0919217670199971,41,22,false
1,1,49,0,0.8517634913660779,33,15,false
1,1,49,0,0.12511107341151462,30,14,false
6,2,160,66,0.6632266339179711,26,18,true
1,2,49,9,0.8992236699525998,33,33,false
1,2,49,9,0.7817657384604743,10,10,false
4,2,160,79,0.7204832865004366,29,25,false
6,2,160,66,0.4430549935891991,45,32,true
2,2,49,8,0.9496729859294841,33,17,false
1,1,49,0,0.8772842847880242,14,7,false
2,2,49,8,0.3979237712259811,20,19,false
1,1,49,0,0.5846287979837831,33,17,false
4,2,160,79,0.8566454293008111,21,20,false
4,2,160,79,0.25899285359885216,23,19,false
1,2,49,9,0.7124200116651412,44,44,false
2,2,25,0,0.12487568977720831,31,15,false
2,2,49,8,0.29919109878977534,19,11,false
4,2,160,79,0.8535218927673559,24,18,true
6,2,160,66,0.8444474707799691,41,27,true
4,2,160,79,0.7232848302764202,11,6,false
1,1,49,0,0.2462645320059803,21,11,false
2,2,25,0,0.7953747818359539,39,16,false
6,2,160,66,0.9009209614980305,11,6,false
4,2,160,79,0.6613770539092646,43,43,false
1,2,49,9,0.8862901897943113,32,32,false
6,2,160,66,0.7586499217991043,39,31,true
1,1,49,0,0.4142020781691347,13,9,false
1,2,49,9,0.3207386749296841,13,13,false
6,2,160,66,0.5259026523863775,23,15,false
4,2,160,79,0.28901939243295083,39,38,false
2,2,49,8,0.42695957493175196,44,21,false
6,2,160,66,0.13465379386967935,21,20,false
1,1,49,0,0.45399345984893114,10,7,false
4,2,160,79,0.09201578847951153,22,21,false
4,2,160,79,0.6755136322392472,36,27,false
1,1,49,0,0.9412497539603872,32,15,false
1,1,49,0,0.07604832613952806,32,15,false
4,2,160,79,0.19479858436427855,23,16,false
4,2,160,79,0.694402670353009,41,32,true
6,2,160,66,0.9874816844125938,31,30,true
2,2,49,8,0.8326121838556588,39,18,true
1,2,49,9,0.009060448713441471,48,48,false
1,1,49,0,0.8629470489462577,24,12,false
4,2,160,79,0.7249873216122736,29,28,true
4,2,160,79,0.07696962758491277,17,12,false
1,2,49,9,0.31204831435289115,30,30,false
6,2,160,66,0.9077938947697527,47,42,true
6,2,160,66,0.6071710758840415,20,15,true
1,2,49,9,0.2116404147508011,43,43,false
1,1,49,0,0.22425675799893208,10,8,false
2,2,49,8,0.3863492966686243,41,20,true
2,2,25,0,0.08913867542207554,33,17,false
2,2,25,0,0.2906418223699435,34,15,false
2,2,49,8,0.45130559223789435,27,20,false
6,2,160,66,0.6885530499367108,40,39,true
6,2,160,66,0.17513670626748823,15,13,false
6,2,160,66,0.4362303494125478,25,25,false
4,2,160,79,0.9443529254230195,22,16,false
2,2,25,0,0.5973712613731625,20,11,false
4,2,160,79,0.6943412499267905,25,18,true
6,2,160,66,0.3502253368123205,35,28,false
6,2,160,66,0.3690057056511825,19,11,true
1,1,49,0,0.9855806628711742,27,12,false
1,2,49,9,0.08747294697778274,36,36,false
2,2,25,0,0.5665299873970587,23,10,false
4,2,160,79,0.17812581772196667,21,13,true
2,2,49,8,0.5911679026902159,11,8,false
6,2,160,66,0.8211269907981519,49,33,false
2,2,49,8,0.06836501119213201,29,19,false
4,2,160,79,0.06012395128151793,33,22,false
1,1,49,0,0.3915663568870197,11,11,false
2,2,25,0,0.4734311946624906,36,17,false
4,2,160,79,0.7264839662952753,17,17,true
1,2,49,9,0.48642171638465315,20,20,false
2,2,49,8,0.6784818250185182,29,16,true
6,2,160,66,0.967555821361926,14,14,false
2,2,49,8,0.10415924786478592,48,23,false
2,2,49,8,0.28735453674093536,22,13,false
1,1,49,0,0.25448770881597127,15,11,false
1,1,49,0,0.2658066778251926,22,10,false
1,1,49,0,0.4021677115874501,37,17,false
4,2,160,79,0.2840649751239843,30,26,false
1,1,49,0,0.10433324288812396,34,16,false
2,2,49,8,0.7253497487772916,10,9,false
2,2,25,0,0.14171978992743273,44,18,false
6,2,160,66,0.16283242082623062,42,30,false
4,2,160,79,0.5868970597425301,40,40,true
1,1,49,0,0.6769940920851509,18,10,false
1,2,49,9,0.6632674536966635,31,31,false
1,1,49,0,0.06644806987406715,12,7,false
4,2,160,79,0.3348515529528313,16,11,false
2,2,25,0,0.24058596300030344,38,18,false
6,2,160,66,0.7065875518095759,31,27,false
6,2,160,66,0.5329292923429424,21,17,true
1,1,49,0,0.25012757097830396,22,11,false
2,2,49,8,0.6782622103351551,13,8,false
1,1,49,0,0.7046838976653336,18,11,false
2,2,25,0,0.304443130264073,26,14,false
2,2,49,8,0.3435613492499955,34,17,false
2,2,49,8,0.134873678227588,45,22,false
2,2,25,0,0.2892582902134332,47,19,false
2,2,49,8,0.5103456641935277,10,7,true
1,2,49,9,0.20960498197611865,34,34,false
1,1,49,0,0.2671494398793609,44,20,false
1,2,49,9,0.947749654342056,11,11,false
6,2,160,66,0.00666285333267691,36,20,false
1,1,49,0,0.9290856344001172,25,15,false
6,2,160,66,0.3157778585879517,47,40,true
4,2,160,79,0.3609015301727382,20,19,true
2,2,49,8,0.6833059339792787,47,23,false
6,2,160,66,0.07644333175686413,26,16,false
6,2,160,66,0.6371573953631421,21,17,true
1,1,49,0,0.0725499277734587,22,12,false
1,2,49,9,0.7280763887284083,32,32,false
1,2,49,9,0.08516156899883554,31,31,false
2,2,49,8,0.2618052581482273,43,21,false
4,2,160,79,0.8937074255873674,46,29,true
1,2,49,9,0.3536816504794452,14,14,false
6,2,160,66,0.30382573167115645,29,17,true
2,2,49,8,0.5427101285216602,15,11,false
2,2,25,0,0.20403973681674148,34,15,false
2,2,25,0,0.7098832902336565,36,17,true
1,1,49,0,0.7197999264271175,29,14,false
1,2,49,9,0.44930173544620233,18,18,true
2,2,49,8,0.8835215995111191,30,15,false
4,2,160,79,0.853855719303992,34,21,true
2,2,25,0,0.8623638350558676,50,22,false
2,2,49,8,0.07634905677188608,39,20,true
6,2,160,66,0.3778808433248765,38,23,false
1,2,49,9,0.3397881816265791,26,26,false
2,2,49,8,0.08562724550082401,20,13,false
2,2,25,0,0.5224910766793806,29,12,false
1,1,49,0,0.27934456563644827,46,21,false
6,2,160,66,0.8484450815861628,38,26,true
6,2,160,66,0.507123006101591,43,40,true
1,2,49,9,0.7004103405671919,13,13,false
2,2,49,8,0.39481880019758797,23,14,false
6,2,160,66,0.21281844828794427,11,6,false
2,2,49,8,0.9158850434530375,35,18,true
6,2,160,66,0.5364274546529354,14,11,false
6,2,160,66,0.9477678623640452,16,12,false
2,2,49,8,0.42954963615714825,36,17,false
2,2,49,8,0.7010846779478436,23,12,true
4,2,160,79,0.5541949501764274,38,38,false
1,1,49,0,0.6719817398162924,38,18,false
